"Replicate.Name","Precursor.Ion.Name","Precursor.Mz","Product.Mz","Retention.Time","Area","Background","Height"
"180212_Smp_L1C33DCMplus20m_B","Propionyl CoA",822.277,408.113,7.15,5489,41,2544
"180212_Smp_L1C33DCMplus20m_C","Propionyl CoA",822.277,408.113,7.15,5000,0,2382
"180212_Smp_L2C1DCMless10m_A","Propionyl CoA",822.277,408.113,7.16,9137,6,3542
"180212_Smp_L2C1DCMless10m_B","Propionyl CoA",822.277,408.113,7.14,11547,56,4531
"180212_Smp_L2C1DCMless10m_C","Propionyl CoA",822.277,408.113,7.14,6872,57,4238
"180212_Smp_L2C1DCMless20m_A","Propionyl CoA",822.277,408.113,7.16,8667,65,4187
"180212_Smp_L2C1DCMless20m_B","Propionyl CoA",822.277,408.113,7.15,14294,29,4745
"180212_Smp_L2C1DCMless20m_C","Propionyl CoA",822.277,408.113,7.15,14373,33,6356
"180212_Smp_L2C2DCM_A","Propionyl CoA",822.277,408.113,7.14,5268,0,2256
"180212_Smp_L2C2DCM_B","Propionyl CoA",822.277,408.113,7.14,7102,28,2879
"180212_Smp_L2C2DCM_C","Propionyl CoA",822.277,408.113,7.15,7449,13,3255
"180212_Smp_L2C2DCMplus10m_A","Propionyl CoA",822.277,408.113,7.13,5136,15,3233
"180212_Smp_L2C2DCMplus10m_B","Propionyl CoA",822.277,408.113,7.16,6419,0,2607
"180212_Smp_L2C2DCMplus10m_C","Propionyl CoA",822.277,408.113,7.16,3641,0,1667
"180212_Smp_L2C2DCMplus20m_A","Propionyl CoA",822.277,408.113,7.14,3144,9,1332
"180212_Smp_L2C2DCMplus20m_B","Propionyl CoA",822.277,408.113,7.14,5056,0,2693
"180212_Smp_L2C2DCMplus20m_C","Propionyl CoA",822.277,408.113,7.15,3707,36,1451
"180212_Std_4uMhilicMix4_1","Succinyl CoA",866.1105,339.0864,3.49,1214260,12088,532922
"180212_Std_4uMhilicMix4_2","Succinyl CoA",866.1105,339.0864,3.52,1107221,24408,471236
"180212_Blk_MQBlk_1","Succinyl CoA",866.1105,339.0864,3.59,6,9,4
"180212_Blk_MQBlk_2","Succinyl CoA",866.1105,339.0864,3.49,46,0,14
"180212_Blk_MQBlk_3","Succinyl CoA",866.1105,339.0864,3.48,16,0,7
"180212_Blk_SWBlk_1","Succinyl CoA",866.1105,339.0864,3.53,20,0,15
"180212_Blk_SWBlk_2","Succinyl CoA",866.1105,339.0864,3.53,35,0,25
"180212_Blk_SWBlk_3","Succinyl CoA",866.1105,339.0864,3.52,14,0,14
"180212_Poo_TruePoo_Full1","Succinyl CoA",866.1105,339.0864,3.47,48,3,27
"180212_Poo_TruePoo_Full2","Succinyl CoA",866.1105,339.0864,3.48,41,22,51
"180212_Poo_TruePoo_Full3","Succinyl CoA",866.1105,339.0864,3.86,1096,19,468
"180212_Poo_TruePoo_Half1","Succinyl CoA",866.1105,339.0864,3.5,19,0,18
"180212_Poo_TruePoo_Half2","Succinyl CoA",866.1105,339.0864,3.48,30,0,13
"180212_Poo_TruePoo_Half3","Succinyl CoA",866.1105,339.0864,3.51,71,0,12
"180212_Smp_L1C32DCMless10m_A","Succinyl CoA",866.1105,339.0864,3.47,40,0,18
"180212_Smp_L1C32DCMless10m_B","Succinyl CoA",866.1105,339.0864,3.56,765,0,520
"180212_Smp_L1C32DCMless10m_C","Succinyl CoA",866.1105,339.0864,3.48,42,10,17
"180212_Smp_L1C32DCMless20m_A","Succinyl CoA",866.1105,339.0864,3.58,515,31,311
"180212_Smp_L1C32DCMless20m_B","Succinyl CoA",866.1105,339.0864,3.45,102,9,63
"180212_Smp_L1C32DCMless20m_C","Succinyl CoA",866.1105,339.0864,3.48,40,0,29
"180212_Smp_L1C33DCM_A","Succinyl CoA",866.1105,339.0864,3.44,47,5,12
"180212_Smp_L1C33DCM_B","Succinyl CoA",866.1105,339.0864,3.5,24,0,17
"180212_Smp_L1C33DCM_C","Succinyl CoA",866.1105,339.0864,3.46,35,0,18
"180212_Smp_L1C33DCMplus10m_A","Succinyl CoA",866.1105,339.0864,3.48,1,0,0
"180212_Smp_L1C33DCMplus10m_B","Succinyl CoA",866.1105,339.0864,3.48,1,0,6
"180212_Smp_L1C33DCMplus10m_C","Succinyl CoA",866.1105,339.0864,3.87,296,17,229
"180212_Smp_L1C33DCMplus20m_A","Succinyl CoA",866.1105,339.0864,3.48,34,0,12
"180212_Smp_L1C33DCMplus20m_B","Succinyl CoA",866.1105,339.0864,3.52,32,0,15
"180212_Smp_L1C33DCMplus20m_C","Succinyl CoA",866.1105,339.0864,3.45,46,0,18
"180212_Smp_L2C1DCMless10m_A","Succinyl CoA",866.1105,339.0864,3.44,56,1,25
"180212_Smp_L2C1DCMless10m_B","Succinyl CoA",866.1105,339.0864,3.49,15,0,9
"180212_Smp_L2C1DCMless10m_C","Succinyl CoA",866.1105,339.0864,3.51,26,0,12
"180212_Smp_L2C1DCMless20m_A","Succinyl CoA",866.1105,339.0864,3.51,17,0,12
"180212_Smp_L2C1DCMless20m_B","Succinyl CoA",866.1105,339.0864,3.86,479,0,486
"180212_Smp_L2C1DCMless20m_C","Succinyl CoA",866.1105,339.0864,3.5,9,0,12
"180212_Smp_L2C2DCM_A","Succinyl CoA",866.1105,339.0864,3.58,204,42,281
"180212_Smp_L2C2DCM_B","Succinyl CoA",866.1105,339.0864,3.55,127,0,215
"180212_Smp_L2C2DCM_C","Succinyl CoA",866.1105,339.0864,3.52,90,0,140
"180212_Smp_L2C2DCMplus10m_A","Succinyl CoA",866.1105,339.0864,3.5,36,33,20
"180212_Smp_L2C2DCMplus10m_B","Succinyl CoA",866.1105,339.0864,3.52,38,0,20
"180212_Smp_L2C2DCMplus10m_C","Succinyl CoA",866.1105,339.0864,3.54,21,0,14
"180212_Smp_L2C2DCMplus20m_A","Succinyl CoA",866.1105,339.0864,3.45,68,8,21
"180212_Smp_L2C2DCMplus20m_B","Succinyl CoA",866.1105,339.0864,3.86,54,0,42
"180212_Smp_L2C2DCMplus20m_C","Succinyl CoA",866.1105,339.0864,3.85,12,0,10
"180212_Std_4uMhilicMix4_1","Succinyl CoA",866.1105,158.9068,3.49,1342875,10943,603882
"180212_Std_4uMhilicMix4_2","Succinyl CoA",866.1105,158.9068,3.52,1255856,22003,512911
"180212_Blk_MQBlk_1","Succinyl CoA",866.1105,158.9068,3.55,157,0,242
"180212_Blk_MQBlk_2","Succinyl CoA",866.1105,158.9068,3.47,37,0,14
"180212_Blk_MQBlk_3","Succinyl CoA",866.1105,158.9068,3.51,9,7,4
"180212_Blk_SWBlk_1","Succinyl CoA",866.1105,158.9068,3.53,8,1,6
"180212_Blk_SWBlk_2","Succinyl CoA",866.1105,158.9068,3.52,44,0,36
"180212_Blk_SWBlk_3","Succinyl CoA",866.1105,158.9068,3.5,0,2,2
"180212_Poo_TruePoo_Full1","Succinyl CoA",866.1105,158.9068,3.49,46,2,40
"180212_Poo_TruePoo_Full2","Succinyl CoA",866.1105,158.9068,3.5,25,0,12
"180212_Poo_TruePoo_Full3","Succinyl CoA",866.1105,158.9068,3.85,4130,0,1924
"180212_Poo_TruePoo_Half1","Succinyl CoA",866.1105,158.9068,3.5,1,6,2
"180212_Poo_TruePoo_Half2","Succinyl CoA",866.1105,158.9068,3.52,22,0,12
"180212_Poo_TruePoo_Half3","Succinyl CoA",866.1105,158.9068,3.53,61,2,19
"180212_Smp_L1C32DCMless10m_A","Succinyl CoA",866.1105,158.9068,3.44,20,19,19
"180212_Smp_L1C32DCMless10m_B","Succinyl CoA",866.1105,158.9068,3.57,713,9,443
"180212_Smp_L1C32DCMless10m_C","Succinyl CoA",866.1105,158.9068,3.5,24,41,13
"180212_Smp_L1C32DCMless20m_A","Succinyl CoA",866.1105,158.9068,3.57,686,33,445
"180212_Smp_L1C32DCMless20m_B","Succinyl CoA",866.1105,158.9068,3.48,55,2,17
"180212_Smp_L1C32DCMless20m_C","Succinyl CoA",866.1105,158.9068,3.47,14,0,7
"180212_Smp_L1C33DCM_A","Succinyl CoA",866.1105,158.9068,3.49,62,3,19
"180212_Smp_L1C33DCM_B","Succinyl CoA",866.1105,158.9068,3.5,50,2,33
"180212_Smp_L1C33DCM_C","Succinyl CoA",866.1105,158.9068,3.47,36,7,11
"180212_Smp_L1C33DCMplus10m_A","Succinyl CoA",866.1105,158.9068,3.52,12,0,8
"180212_Smp_L1C33DCMplus10m_B","Succinyl CoA",866.1105,158.9068,3.5,20,0,24
"180212_Smp_L1C33DCMplus10m_C","Succinyl CoA",866.1105,158.9068,3.85,2330,0,1134
"180212_Smp_L1C33DCMplus20m_A","Succinyl CoA",866.1105,158.9068,3.5,80,0,22
"180212_Smp_L1C33DCMplus20m_B","Succinyl CoA",866.1105,158.9068,3.57,81,39,94
"180212_Smp_L1C33DCMplus20m_C","Succinyl CoA",866.1105,158.9068,3.46,53,0,45
"180212_Smp_L2C1DCMless10m_A","Succinyl CoA",866.1105,158.9068,3.48,83,1,35
"180212_Smp_L2C1DCMless10m_B","Succinyl CoA",866.1105,158.9068,3.47,4,3,9
"180212_Smp_L2C1DCMless10m_C","Succinyl CoA",866.1105,158.9068,3.49,93,0,115
"180212_Smp_L2C1DCMless20m_A","Succinyl CoA",866.1105,158.9068,3.54,33,0,21
"180212_Smp_L2C1DCMless20m_B","Succinyl CoA",866.1105,158.9068,3.86,2110,18,990
"180212_Smp_L2C1DCMless20m_C","Succinyl CoA",866.1105,158.9068,3.49,1,7,1
"180212_Smp_L2C2DCM_A","Succinyl CoA",866.1105,158.9068,3.55,402,0,276
"180212_Smp_L2C2DCM_B","Succinyl CoA",866.1105,158.9068,3.52,7,0,6
"180212_Smp_L2C2DCM_C","Succinyl CoA",866.1105,158.9068,3.53,29,5,48
"180212_Smp_L2C2DCMplus10m_A","Succinyl CoA",866.1105,158.9068,3.5,72,0,24
"180212_Smp_L2C2DCMplus10m_B","Succinyl CoA",866.1105,158.9068,3.47,6,6,15
"180212_Smp_L2C2DCMplus10m_C","Succinyl CoA",866.1105,158.9068,3.51,3,9,0
"180212_Smp_L2C2DCMplus20m_A","Succinyl CoA",866.1105,158.9068,3.45,35,2,13
"180212_Smp_L2C2DCMplus20m_B","Succinyl CoA",866.1105,158.9068,3.88,1046,14,563
"180212_Smp_L2C2DCMplus20m_C","Succinyl CoA",866.1105,158.9068,3.86,1487,8,1149
"180212_Std_4uMhilicMix4_1","13C Acetyl CoA",810.2043,463.1176,5.4,1567135,66982,848872
"180212_Std_4uMhilicMix4_2","13C Acetyl CoA",810.2043,463.1176,5.42,2499243,26225,1375220
"180212_Blk_MQBlk_1","13C Acetyl CoA",810.2043,463.1176,5.43,9825586,41623,4636502
"180212_Blk_MQBlk_2","13C Acetyl CoA",810.2043,463.1176,5.42,10124913,37621,4367719
"180212_Blk_MQBlk_3","13C Acetyl CoA",810.2043,463.1176,5.43,9089972,46000,4055327
"180212_Blk_SWBlk_1","13C Acetyl CoA",810.2043,463.1176,5.42,8511144,54574,3396883
"180212_Blk_SWBlk_2","13C Acetyl CoA",810.2043,463.1176,5.43,8539858,85293,3660904
"180212_Blk_SWBlk_3","13C Acetyl CoA",810.2043,463.1176,5.44,8990920,81157,3823188
"180212_Poo_TruePoo_Full1","13C Acetyl CoA",810.2043,463.1176,5.44,8048978,65350,3584426
"180212_Poo_TruePoo_Full2","13C Acetyl CoA",810.2043,463.1176,5.43,9667078,39475,4449374
"180212_Poo_TruePoo_Full3","13C Acetyl CoA",810.2043,463.1176,5.44,8305507,45293,3859833
"180212_Poo_TruePoo_Half1","13C Acetyl CoA",810.2043,463.1176,5.43,3582875,24961,1386643
"180212_Poo_TruePoo_Half2","13C Acetyl CoA",810.2043,463.1176,5.42,4037787,24234,1519072
"180212_Poo_TruePoo_Half3","13C Acetyl CoA",810.2043,463.1176,5.43,3651052,2967,1446582
"180212_Smp_L1C32DCMless10m_A","13C Acetyl CoA",810.2043,463.1176,5.42,8504993,54204,3475629
"180212_Smp_L1C32DCMless10m_B","13C Acetyl CoA",810.2043,463.1176,5.43,8671871,162379,3509077
"180212_Smp_L1C32DCMless10m_C","13C Acetyl CoA",810.2043,463.1176,5.43,9299872,146740,4197736
"180212_Smp_L1C32DCMless20m_A","13C Acetyl CoA",810.2043,463.1176,5.42,8959392,42549,3764955
"180212_Smp_L1C32DCMless20m_B","13C Acetyl CoA",810.2043,463.1176,5.43,8904220,180716,3832432
"180212_Smp_L1C32DCMless20m_C","13C Acetyl CoA",810.2043,463.1176,5.44,9234927,57679,4200731
"180212_Smp_L1C33DCM_A","13C Acetyl CoA",810.2043,463.1176,5.42,8994706,32878,3733518
"180212_Smp_L1C33DCM_B","13C Acetyl CoA",810.2043,463.1176,5.43,8924293,24529,3973069
"180212_Smp_L1C33DCM_C","13C Acetyl CoA",810.2043,463.1176,5.43,8948141,54713,3735286
"180212_Smp_L1C33DCMplus10m_A","13C Acetyl CoA",810.2043,463.1176,5.45,7532288,34315,2824465
"180212_Smp_L1C33DCMplus10m_B","13C Acetyl CoA",810.2043,463.1176,5.44,9928976,114829,4272868
"180212_Smp_L1C33DCMplus10m_C","13C Acetyl CoA",810.2043,463.1176,5.43,8975022,46038,3814094
"180212_Smp_L1C33DCMplus20m_A","13C Acetyl CoA",810.2043,463.1176,5.43,7738918,22554,3016309
"180212_Smp_L1C33DCMplus20m_B","13C Acetyl CoA",810.2043,463.1176,5.43,8047471,14062,3297657
"180212_Smp_L1C33DCMplus20m_C","13C Acetyl CoA",810.2043,463.1176,5.43,9487945,85105,4232768
"180212_Smp_L2C1DCMless10m_A","13C Acetyl CoA",810.2043,463.1176,5.42,8416451,32284,3437187
"180212_Smp_L2C1DCMless10m_B","13C Acetyl CoA",810.2043,463.1176,5.42,8971233,26829,3559173
"180212_Smp_L2C1DCMless10m_C","13C Acetyl CoA",810.2043,463.1176,5.43,8247339,38204,3612543
"180212_Smp_L2C1DCMless20m_A","13C Acetyl CoA",810.2043,463.1176,5.43,7852030,24232,3348894
"180212_Smp_L2C1DCMless20m_B","13C Acetyl CoA",810.2043,463.1176,5.42,8399248,23289,3359299
"180212_Smp_L2C1DCMless20m_C","13C Acetyl CoA",810.2043,463.1176,5.43,9608339,138957,4466404
"180212_Smp_L2C2DCM_A","13C Acetyl CoA",810.2043,463.1176,5.42,8564488,42539,3464593
"180212_Smp_L2C2DCM_B","13C Acetyl CoA",810.2043,463.1176,5.43,9395330,23654,3969285
"180212_Smp_L2C2DCM_C","13C Acetyl CoA",810.2043,463.1176,5.43,8445505,128390,3642172
"180212_Smp_L2C2DCMplus10m_A","13C Acetyl CoA",810.2043,463.1176,5.43,9016356,44160,3837815
"180212_Smp_L2C2DCMplus10m_B","13C Acetyl CoA",810.2043,463.1176,5.42,9069234,217055,3662677
"180212_Smp_L2C2DCMplus10m_C","13C Acetyl CoA",810.2043,463.1176,5.44,7804221,70092,3442964
"180212_Smp_L2C2DCMplus20m_A","13C Acetyl CoA",810.2043,463.1176,5.42,7809523,41673,3155014
"180212_Smp_L2C2DCMplus20m_B","13C Acetyl CoA",810.2043,463.1176,5.43,6897407,82645,2659423
"180212_Smp_L2C2DCMplus20m_C","13C Acetyl CoA",810.2043,463.1176,5.44,8000478,39914,3674489
"180212_Std_4uMhilicMix4_1","13C Acetyl CoA",810.2043,408.0569,5.4,2112580,93910,1151592
"180212_Std_4uMhilicMix4_2","13C Acetyl CoA",810.2043,408.0569,5.42,3349291,36566,1794922
"180212_Blk_MQBlk_1","13C Acetyl CoA",810.2043,408.0569,5.43,14026272,57556,6620013
"180212_Blk_MQBlk_2","13C Acetyl CoA",810.2043,408.0569,5.42,14606736,50477,6218314
"180212_Blk_MQBlk_3","13C Acetyl CoA",810.2043,408.0569,5.43,12859406,63655,5823575
"180212_Blk_SWBlk_1","13C Acetyl CoA",810.2043,408.0569,5.42,12227511,41466,4723892
"180212_Blk_SWBlk_2","13C Acetyl CoA",810.2043,408.0569,5.43,12110803,146553,5184504
"180212_Blk_SWBlk_3","13C Acetyl CoA",810.2043,408.0569,5.44,12705804,96843,5624588
"180212_Poo_TruePoo_Full1","13C Acetyl CoA",810.2043,408.0569,5.44,11449321,73411,5169644
"180212_Poo_TruePoo_Full2","13C Acetyl CoA",810.2043,408.0569,5.43,13850185,58074,6326046
"180212_Poo_TruePoo_Full3","13C Acetyl CoA",810.2043,408.0569,5.44,11847258,88246,5559324
"180212_Poo_TruePoo_Half1","13C Acetyl CoA",810.2043,408.0569,5.43,5193993,25243,1960456
"180212_Poo_TruePoo_Half2","13C Acetyl CoA",810.2043,408.0569,5.42,5736368,25810,2142141
"180212_Poo_TruePoo_Half3","13C Acetyl CoA",810.2043,408.0569,5.43,5240130,3201,2051996
"180212_Smp_L1C32DCMless10m_A","13C Acetyl CoA",810.2043,408.0569,5.42,12116422,57816,4999240
"180212_Smp_L1C32DCMless10m_B","13C Acetyl CoA",810.2043,408.0569,5.43,12632460,202698,5264032
"180212_Smp_L1C32DCMless10m_C","13C Acetyl CoA",810.2043,408.0569,5.43,13460831,181368,6044380
"180212_Smp_L1C32DCMless20m_A","13C Acetyl CoA",810.2043,408.0569,5.42,12726328,45809,5171262
"180212_Smp_L1C32DCMless20m_B","13C Acetyl CoA",810.2043,408.0569,5.43,13076203,183617,5714176
"180212_Smp_L1C32DCMless20m_C","13C Acetyl CoA",810.2043,408.0569,5.44,13363051,108139,6072852
"180212_Smp_L1C33DCM_A","13C Acetyl CoA",810.2043,408.0569,5.42,12864885,60410,5418694
"180212_Smp_L1C33DCM_B","13C Acetyl CoA",810.2043,408.0569,5.43,12682216,45343,5669235
"180212_Smp_L1C33DCM_C","13C Acetyl CoA",810.2043,408.0569,5.43,12668013,69886,5244523
"180212_Smp_L1C33DCMplus10m_A","13C Acetyl CoA",810.2043,408.0569,5.45,10669070,94318,4000500
"180212_Smp_L1C33DCMplus10m_B","13C Acetyl CoA",810.2043,408.0569,5.44,14232219,192775,6172704
"180212_Smp_L1C33DCMplus10m_C","13C Acetyl CoA",810.2043,408.0569,5.43,12677697,111977,5388323
"180212_Smp_L1C33DCMplus20m_A","13C Acetyl CoA",810.2043,408.0569,5.43,10958199,11362,4357410
"180212_Smp_L1C33DCMplus20m_B","13C Acetyl CoA",810.2043,408.0569,5.43,11393241,25742,4602893
"180212_Smp_L1C33DCMplus20m_C","13C Acetyl CoA",810.2043,408.0569,5.43,13655485,67666,6119831
"180212_Smp_L2C1DCMless10m_A","13C Acetyl CoA",810.2043,408.0569,5.42,11925864,75750,4823848
"180212_Smp_L2C1DCMless10m_B","13C Acetyl CoA",810.2043,408.0569,5.43,12664023,33988,5002745
"180212_Smp_L2C1DCMless10m_C","13C Acetyl CoA",810.2043,408.0569,5.43,11917719,67188,5132096
"180212_Smp_L2C1DCMless20m_A","13C Acetyl CoA",810.2043,408.0569,5.43,11362478,22552,4893661
"180212_Smp_L2C1DCMless20m_B","13C Acetyl CoA",810.2043,408.0569,5.43,11935319,18562,4754307
"180212_Smp_L2C1DCMless20m_C","13C Acetyl CoA",810.2043,408.0569,5.43,13659834,150236,5993800
"180212_Smp_L2C2DCM_A","13C Acetyl CoA",810.2043,408.0569,5.42,12173214,27373,4863689
"180212_Smp_L2C2DCM_B","13C Acetyl CoA",810.2043,408.0569,5.43,13524253,20961,5655109
"180212_Smp_L2C2DCM_C","13C Acetyl CoA",810.2043,408.0569,5.43,11970826,152545,5136972
"180212_Smp_L2C2DCMplus10m_A","13C Acetyl CoA",810.2043,408.0569,5.43,12877461,49368,5667083
"180212_Smp_L2C2DCMplus10m_B","13C Acetyl CoA",810.2043,408.0569,5.43,13108452,202419,5349946
"180212_Smp_L2C2DCMplus10m_C","13C Acetyl CoA",810.2043,408.0569,5.44,11284071,59460,5172832
"180212_Smp_L2C2DCMplus20m_A","13C Acetyl CoA",810.2043,408.0569,5.42,11068937,39802,4446504
"180212_Smp_L2C2DCMplus20m_B","13C Acetyl CoA",810.2043,408.0569,5.43,10275331,125763,4088405
"180212_Smp_L2C2DCMplus20m_C","13C Acetyl CoA",810.2043,408.0569,5.44,11212636,48068,4756912
